gene	logFC	pvalue	fdr	LR
MYO7A	1.37137278380732	0.185620346125538	0.314892993543012	1.75204107746679
ENSG00000273783	-1.52822121924906	0.18567113981925	0.314947451405873	1.7516364515019
GLYCTK	1.13144023233349	0.185759822571701	0.315066161718401	1.75093030687659
STARD7	0.774140150746626	0.185806777253939	0.315114080518532	1.7505565844144
ACOT8	0.763290455792914	0.185947893146152	0.315313787822915	1.74943407253889
AK3	0.653563397547978	0.185961962703799	0.315313787822915	1.74932220995113
RTF2	0.661205114985683	0.186014285095536	0.315370767717315	1.74890629747937
MEAF6	0.649061364335747	0.186043083287369	0.315387856958333	1.74867743766291
FAM122C	-1.19003450767788	0.186089121340553	0.315434165539937	1.74831165780182
FBXL19-AS1	-1.12777764688565	0.186134714528284	0.315479710802441	1.74794951608202
CHD9	0.779106514614671	0.186206058297101	0.315505417965391	1.74738304708977
TBC1D4	-0.843983238729226	0.186190705757544	0.315505417965391	1.74750492484059
TXNDC15	0.713777207649407	0.186184305077876	0.315505417965391	1.74755574075894
CCDC102B	1.44850028925136	0.186244850834383	0.315507690700636	1.74707514047257
COQ8A	0.951348254541059	0.186231286959619	0.315507690700636	1.74718279205594
LINC02035	1.12700492819652	0.186271911206901	0.315521808779037	1.74686039926944
PROSER2	-2.48494685152767	0.186315463966147	0.315563857294493	1.74651485664432
NPAT	-0.720873107011912	0.186427855557981	0.315690747567479	1.74562358808196
SPTBN4	1.22240276274667	0.186410921135801	0.315690747567479	1.74575783857499
AKT1	0.687305694394474	0.186460797183852	0.315714799693571	1.74536247837352
VAMP3	0.721266663483049	0.186579176151543	0.315883494672161	1.74442459733689
MIR12136	1.18625674781518	0.186636158491319	0.315916479246557	1.74397338992589
RAB5A	0.576709660490976	0.186628489909398	0.315916479246557	1.74403410329089
IL36B	-2.8262959094914	0.18680804258932	0.316175661435204	1.7426133170283
PRXL2C	1.04270859444036	0.186911360407898	0.316318753667403	1.74179649064541
ST13	0.882325868228964	0.186936554828262	0.316329618590077	1.74159738421633
UBE2QL1	-3.90518109357188	0.187147493217093	0.31665476131902	1.73993160386045
AP4E1	0.667450317933684	0.187211729339299	0.316731642498026	1.73942476486349
ENSG00000230204	1.7630883224675	0.18725879712242	0.316766459228912	1.73905351670604
ENSG00000233230	1.16822938502341	0.187269909215929	0.316766459228912	1.73896588566271
ENSG00000279413	-1.36242981864767	0.187323828174634	0.316787670585076	1.73854076139046
RPS7P10	-1.30223632305147	0.18733885392069	0.316787670585076	1.73842231618384
SDAD1	-0.591302320074787	0.187324661878644	0.316787670585076	1.73853418916477
DDX27	-0.588801945199467	0.187411073412189	0.316846194654022	1.73785317728738
RBM48	-0.856928153699493	0.187397441819779	0.316846194654022	1.73796058400919
IKBKGP1	0.828622858005999	0.187465896175955	0.316907081836929	1.73742130677874
SIAH1	-1.05146279739001	0.187701523279675	0.317273572004338	1.73556680747611
ENSG00000242622	-1.24138876039406	0.187768394037418	0.317311171317706	1.73504099558821
MALSU1	-0.753767800265865	0.187745749332778	0.317311171317706	1.73521902891197
ZMAT5	1.1364771846893	0.187780265250688	0.317311171317706	1.7349476737457
ZBTB26	-0.958465758749654	0.187814439922324	0.317337093687448	1.73467905853637
RAB40B	-1.27647985589342	0.187895120394893	0.317441580621032	1.73404513016065
RAD54L2	0.65963349012416	0.188077774833031	0.317686458963582	1.73261113413247
SETD1B	0.578037366525589	0.188072233043492	0.317686458963582	1.73265461815245
ATG2B	-0.698985306600735	0.188234978211177	0.317896084152768	1.73137824809663
PLPP7	1.35773510599663	0.188258479890576	0.317896084152768	1.73119403637279
SREK1	-0.581203220258612	0.188246301590329	0.317896084152768	1.73128948943015
ENSG00000224080	-1.53914919728886	0.188370142602514	0.318052764075534	1.73031916317253
ANKRD18A	-2.82470067915632	0.188429363365853	0.318120876087301	1.72985541562986
FLJ37453	-1.20264080029359	0.188570413595417	0.318327111378537	1.72875155866119
PSMB6	0.611597123843093	0.188953600767145	0.318942017564178	1.72575758822231
GNL2	-0.590110121937798	0.188994836972088	0.318979666246891	1.72543581726973
ENSG00000260285	-1.34296067435939	0.1891141707488	0.319117142007665	1.72450510226739
H2BC4	-1.36064403304369	0.189100457769718	0.319117142007665	1.72461201855088
FLRT1	-1.69782557981073	0.189148983842954	0.319143924371112	1.72423371481009
CSKMT	-1.19944819397103	0.189254467327635	0.319289928907912	1.72341176736871
CCDC28A	0.919012030347928	0.189410998636181	0.31952201802373	1.72219302853433
LINC01410	1.24388692451841	0.189462580918133	0.319577037330026	1.72179167048311
HAT1	-0.608924147468747	0.189549721491175	0.319613917603543	1.72111392501225
PRRC1	0.659832144154041	0.18955096680731	0.319613917603543	1.72110424205897
RPS3A	-0.776046919681773	0.18956032278546	0.319613917603543	1.72103149703844
TTC3	0.759182334189405	0.189535003805802	0.319613917603543	1.72122836796188
ZNF552	1.2001229383859	0.189702066166767	0.319820903826681	1.71992991905362
PLAUR	1.28043686213072	0.189723573042871	0.319825160800333	1.71976285923915
EEFSEC	0.792179937009533	0.189896304763944	0.320084317623819	1.71842192405086
LOC101927974	1.18389279916889	0.189951491597444	0.32014531178607	1.71799380223833
ENSG00000260186	-1.8318248505544	0.19004967264816	0.320278749194724	1.71723250327738
BCL10	0.683307420987851	0.190079656585266	0.320297243104826	1.71700009825225
CEP192	-0.627500450418772	0.190111765920242	0.320319314399015	1.71675126667846
NHSL1	1.26987395529293	0.190156140025813	0.320362044125079	1.71640746977349
EIF3G	0.615488671426012	0.190285454609895	0.32045173660391	1.71540611332445
IGSF3	-1.18851765084174	0.190253890743396	0.32045173660391	1.71565045711482
MED11	1.12525825983147	0.190243268450385	0.32045173660391	1.71573269757147
TMEM199	1.00804993246214	0.190280144206767	0.32045173660391	1.71544721917804
CMPK1	0.660572390490144	0.190304738370491	0.320452182371018	1.71525685615757
ENSG00000280279	-1.2366766752939	0.190393782021867	0.320570084269655	1.71456788293364
CEP295	-0.87291057447971	0.190494323236453	0.320703057321566	1.7137903989936
MMGT1	-0.646379751590573	0.190510825611702	0.320703057321566	1.71366283204438
ENSG00000275223	-1.78034160535868	0.190791316891776	0.321143146684269	1.71149654212331
ABRAXAS1	-1.11585677327992	0.190896532111281	0.321288149989309	1.71068490175788
GALE	0.891090437021532	0.191367547167654	0.322048721756672	1.70705783187922
RNF32	-1.21331813474013	0.19140069408868	0.322072335433953	1.7068029750583
PTOV1-AS1	-1.59365434952826	0.191470510664573	0.322157642718933	1.70626634459256
CRTC2	0.6774149873767	0.191589700192248	0.322325996858631	1.70535074670302
ZSWIM6	0.654496864020864	0.191650629667988	0.322396311828667	1.70488295139177
ZNF506	1.85568371001591	0.191675560913078	0.322406062276575	1.70469158800409
GABPB2	-0.761012103478756	0.191712105119996	0.322435342300541	1.70441114013379
RPL17P6	-0.773807889666956	0.191800200670879	0.322551310620185	1.70373533290528
NCCRP1	2.09158471878425	0.191852300106423	0.322606726995322	1.70333583306835
C1ORF43	0.636264327077425	0.191932975514225	0.322710179067876	1.70271746172182
RIDA	-1.08893046983163	0.192035856657544	0.322841672347743	1.70192932498976
TIPARP	-0.81027921805737	0.192049503349839	0.322841672347743	1.701824819444
ANAPC15	1.17172851949656	0.192113421658569	0.322913512139753	1.70133545226227
HPS3	0.653378069218398	0.192130569125825	0.322913512139753	1.70120420127921
SLC3A2	0.815254960675266	0.192315180077637	0.323191548885708	1.69979200873422
ENSG00000236603	-1.39345085613886	0.192399451199993	0.323268683014428	1.69914789781291
ZNF829	-2.37479851921766	0.19239659350569	0.323268683014428	1.6991697346804
CCM2	0.823389906868942	0.19245284075266	0.323326145562027	1.69873999497253
ZNF667	-3.08037922899112	0.192639458424215	0.323607401295074	1.69731525024084
EIF2B4	0.634729005744459	0.192709191712512	0.323660005100092	1.69678328057827
ENSG00000273568	-1.37088613707277	0.192701103268806	0.323660005100092	1.69684497281878
YJEFN3	-1.37312408179908	0.192788525511505	0.323760975415463	1.69617834547812
GPD2	0.691993150333078	0.1928291660234	0.323796952195362	1.69586856657082
LSM1	0.876659477755494	0.192911235669408	0.323888979978202	1.69524322999701
METRN	-0.890217577109367	0.192922416942325	0.323888979978202	1.69515805740207
PLAGL2	-0.674905778808694	0.193002667324013	0.323991425898405	1.69454692469019
SSNA1	0.660887818767278	0.193114760589309	0.3241473003755	1.69369379484182
CEP41	-0.72589274701924	0.193276401493808	0.324386302297955	1.69246458141873
REEP4	0.626067596002697	0.193326097695663	0.324437392437672	1.69208690340523
EIF3B	-0.746846273078414	0.193392469657169	0.324484138742644	1.69158267092828
ZMIZ1	1.08053895503189	0.193385775516171	0.324484138742644	1.69163351761955
ENSG00000274570	-1.16638926849965	0.193433240852886	0.324487920662115	1.69127302953659
EZH1	0.662686168223933	0.193420472550415	0.324487920662115	1.69136999162971
KCNA2	1.86536425377677	0.193464723180804	0.324508424178534	1.69103398566996
ANGEL2	-0.881037872714402	0.193671638928653	0.324759540563544	1.68946401444032
LINC01694	-1.55617619283405	0.193675149961384	0.324759540563544	1.68943739143168
MAPK11	-1.17079523312347	0.193656193210706	0.324759540563544	1.68958114094957
SLC25A43	0.91678590081054	0.193691532027008	0.324759540563544	1.68931317906246
JAG1	1.16565239066276	0.193746448921829	0.324810907957338	1.68889687684104
SIGLEC15	1.97417971687453	0.193760723834008	0.324810907957338	1.68878868723467
SNRPA1	-0.628702839409411	0.193850272575109	0.324928695047553	1.68811020952727
INTS9	0.742535600671187	0.194029162860593	0.325196196661507	1.68675592044868
TBRG4	-0.605836918861962	0.194168913985611	0.325365691869076	1.68569894976653
TERF2	-0.632591928921663	0.194168424063194	0.325365691869076	1.68570265361125
ZFR	-0.626815596241059	0.194296268216826	0.325546720682707	1.68473651414186
PEDS1	0.631443861703183	0.194421925282613	0.325724870148826	1.68378762706658
CCDC25	-0.665058134763929	0.194499063148484	0.325804534983775	1.6832054832395
CSNK1G2	0.601217964243518	0.194535978964302	0.325804534983775	1.6829269826006
IGBP1	0.599863632713985	0.194543598320121	0.325804534983775	1.68286950828227
LOC728138	1.21449662090965	0.194546823340955	0.325804534983775	1.68284518210094
SDCBP2-AS1	-1.20261549025151	0.19459036869409	0.325845072761551	1.68251676771503
KY	-2.88590111143364	0.19463497994686	0.325855005676138	1.68218040356731
ZNF444	-0.774607733192807	0.194619881761572	0.325855005676138	1.68229423219721
PKD1P5	-0.732770529332365	0.194692844458573	0.325919496898409	1.68174424557606
ENSG00000260367	1.37218036104001	0.194750930769969	0.325984346566978	1.68130656824887
BRMS1	0.689723027502564	0.194952903222765	0.326290003615811	1.67978590429624
ENSG00000124224	-1.0154186440914	0.195013676932874	0.326359301017282	1.67932869576318
RB1CC1	-0.633652369655737	0.195056246767425	0.326398123128845	1.67900853664038
ENSG00000282798	-1.46292120762162	0.195234279559245	0.326663592481998	1.67767047348697
ENSG00000225313	-1.21412116197311	0.195390366021908	0.326892292434031	1.67649852938568
ENSG00000259781	-0.72382969350073	0.195558281803749	0.327140735713996	1.67523899013248
CDC14A	-0.971659371749478	0.195699165258988	0.327289770005054	1.67418319719127
LOC105371967	-2.35229048988345	0.195709275397319	0.327289770005054	1.67410746515232
RAD9B	1.21988933611114	0.195725071076676	0.327289770005054	1.67398915358488
TJP2	1.41904395679002	0.195684312201715	0.327289770005054	1.67429446533371
CARF	1.08850667946568	0.195878046964562	0.327484357782369	1.67284392360071
VEZF1	-0.598904732460931	0.195880310863001	0.327484357782369	1.67282698314497
ENSG00000230202	-1.01863974317504	0.196003367312505	0.327625073000833	1.67190651261386
METTL16	-0.652730627250302	0.196001597404631	0.327625073000833	1.67191974684675
ENSG00000232187	1.52666449368605	0.19603090620173	0.327638601189659	1.67170061253789
ZFP69B	-1.1826236504528	0.196186890701895	0.327866784510635	1.67053500186782
TMEM37	-2.6720927180843	0.196299535164427	0.328022500048144	1.66969392897164
RCC2	-0.751909185486042	0.196351193300099	0.328076284799025	1.66930840658981
CENPP	-1.03818993737752	0.196497050508061	0.328254888361126	1.66822052172855
UBE2L6	1.33593531212939	0.196483274326786	0.328254888361126	1.66832323175294
CNIH4	-0.597570912237562	0.196555725927555	0.328268600235686	1.66778315434357
ENSG00000262049	-1.28795253821457	0.196563707506548	0.328268600235686	1.66772367136307
HSD17B6	-1.24240644624808	0.196537624481742	0.328268600235686	1.66791806645243
IKBKG	0.77077371164322	0.196636493346216	0.32835760915663	1.66718136303022
SBF2	0.61275183659251	0.196862751074012	0.328702853319397	1.66549707646064
GAPDH	-0.902084601737626	0.197030733739081	0.328930350945272	1.66424806230043
MYO1E	0.953810781041845	0.197038045705421	0.328930350945272	1.66419372343356
FLNB	-0.847259425208823	0.19707654464553	0.328962027019272	1.6639076575949
CRYBB2P1	-1.04662487651344	0.197118919039059	0.328989686426766	1.66359287096613
IFI44	-2.13332465919575	0.197132166547844	0.328989686426766	1.66349447548072
ZNF394	0.819344996092028	0.197291314684807	0.32922267615374	1.66231301285428
DUS2	0.779895936425902	0.197397630237038	0.329367466019395	1.66152438398464
MME	-1.5561224006321	0.197418357694197	0.329369433487427	1.66137068959142
ASGR1	1.37109004114953	0.197456499281632	0.329400451128338	1.66108791860365
DHX37	-0.576469407793291	0.197619796325088	0.329574972610256	1.65987800394174
ENSG00000240291	-1.56845771400207	0.197613626694405	0.329574972610256	1.65992369519446
ENSG00000261064	1.13562922301925	0.197617147488721	0.329574972610256	1.65989762057584
NOTCH2	-0.918037161617575	0.197654740728276	0.329600626141204	1.65961924310095
ENSG00000233013	-1.32060601936138	0.197724407155999	0.329684169833886	1.65910352816619
MMP7	-2.18959387968394	0.197755639207081	0.329703618147646	1.65887239795499
GPR68	-1.75949089657511	0.197891791480116	0.329897971173293	1.65786531417015
CDC23	-0.647200921970651	0.197974670266823	0.329970839778979	1.65725267864971
CETN3	-0.928826262735049	0.1979635064391	0.329970839778979	1.65733518352927
HMG20A	-0.745068604013099	0.198137533101498	0.330209623662427	1.6560496812956
ZNF136	0.92918988378771	0.198180202668608	0.330248069900443	1.65573469140356
AGPS	0.610459988788932	0.198241308876953	0.330284565733984	1.65528373939316
PPP1R26-AS1	-1.68487132466822	0.198239551911153	0.330284565733984	1.65529670318417
LSM2	-0.720473997008217	0.198261572223181	0.330285666441405	1.65513423581685
ENSG00000279086	-2.47067572040273	0.198374832176377	0.330412549282422	1.65429893048836
GPER1	1.42270499890528	0.198376957002848	0.330412549282422	1.65428326499358
CMC1	0.763086921038649	0.198528582333778	0.330632409186698	1.65316590016022
PDPK2P	0.733846219504427	0.198580471384634	0.330686139786489	1.65278374678432
VMP1	0.672947508194615	0.198780741735828	0.330986927315641	1.65130989047428
TRAK2	0.712285910728718	0.199082606792448	0.331456802553949	1.64909165502676
FNDC3B	0.983994314759661	0.199358348347249	0.331883095672642	1.64706883452033
HDHD3	1.43650278608327	0.19945502803529	0.332011239613376	1.64636037691136
FKBP1B	1.86873693448126	0.199629112924739	0.332268193585787	1.64508571919104
NDFIP2	-0.840343828260479	0.199686499209807	0.332330879611422	1.64466582020147
ENSG00000178458	1.1877211397025	0.199863006919942	0.33257572567604	1.64337519030285
ENSG00000239906	-1.97806492387051	0.199873096219098	0.33257572567604	1.64330145748898
KIAA1109	0.616224376353013	0.20004377228093	0.332826850909587	1.64205481539335
KATNB1	-0.668677510398394	0.200254894516132	0.333145213043276	1.64051447657782
AARS1	-0.760918507982012	0.200517113062581	0.333424205710777	1.63860399609509
GNRHR2	-1.35424643794666	0.200516995544136	0.333424205710777	1.63860485165704
HNRNPD	-0.658026636188047	0.200497872118599	0.333424205710777	1.63874408254912
TUBB2A	-0.800829389358156	0.200521542908618	0.333424205710777	1.63857174620272
ZNF592	0.547492038456499	0.200520562577388	0.333424205710777	1.63857888307763
IQCB1	-0.680589773605033	0.200647610063591	0.333600906055007	1.63765431072577
ATP5PF	0.599161367808246	0.200748540034392	0.333646166792488	1.63692029571541
ENSG00000263535	-1.38633242524657	0.200725544257739	0.333646166792488	1.63708749474455
ENSG00000279716	1.2575511433598	0.200773843261264	0.333646166792488	1.63673634555869
LINC00926	1.37944892510184	0.200699775320168	0.333646166792488	1.63727488378971
NMT1	0.62927113716147	0.200772645016402	0.333646166792488	1.63674505598033
RLIM	-0.623309815332403	0.200798762186143	0.333654669040861	1.63655521584616
RACK1	-0.867558388505064	0.200848631749203	0.333671721193287	1.63619280525302
RNF111	0.648059675156672	0.200846557901786	0.333671721193287	1.63620787414649
MOCS2	-0.665549293709864	0.200888414240669	0.333704908956032	1.63590377497368
ENSG00000265749	-1.26274891271534	0.201057879092708	0.333926572672464	1.63467332165433
SPCS2	0.623496274320957	0.201061492062564	0.333926572672464	1.63464710181819
RGPD8	0.660765114007335	0.201200105398354	0.33412384938467	1.63364158329199
CCDC68	-2.10420788760029	0.201408411756558	0.334390487992578	1.63213203388647
DSTNP2	1.19525121610003	0.201420206696936	0.334390487992578	1.63204661353785
RPL13P5	1.3823514571861	0.201387527561101	0.334390487992578	1.63228329412477
ENSG00000226284	1.09544788364353	0.201486331826206	0.334467310831502	1.63156783648477
ENSG00000267980	1.38234773732123	0.201562685068535	0.334514915728948	1.63101523294721
LRPPRC	-0.723620913583666	0.201574570561814	0.334514915728948	1.63092923431395
MMP25	1.37584019894504	0.201570765272509	0.334514915728948	1.63095676720265
ESF1	-0.648096235467301	0.201614619538128	0.334548426688784	1.63063949998971
TBCEL	-0.906519979278013	0.201692855063064	0.334645289508377	1.63007370034464
HMGCR	0.648952101354406	0.201721171596572	0.334659316682813	1.62986897869001
ENSG00000214425	1.0913494804276	0.201787683894519	0.334672472588304	1.62938824389113
FCRLB	1.39830733736922	0.201788690665593	0.334672472588304	1.62938096862575
SLF2	0.530707923486773	0.201755766745389	0.334672472588304	1.62961891005395
VPS50	0.603953071300363	0.201855619846205	0.33475052547133	1.62889741169252
SPOPL	0.666836508978807	0.201958661784831	0.334888445272377	1.62815331221592
NUDT4B	0.716251403386364	0.202031716700509	0.33497661825299	1.62762602941195
WASHC5	0.692621154769087	0.202086355507084	0.335034242245288	1.62723181377071
ENSG00000188185	-1.11024529363075	0.202156288576577	0.335084240651918	1.62672743393678
LRRC39	-1.40676419634683	0.202152657861122	0.335084240651918	1.62675361477262
GSKIP	0.658261154978368	0.202225262125706	0.335165595274054	1.62623017557686
MAFIP	-1.44476709094621	0.202438627761264	0.335486223974578	1.62469319895644
VPS72	-0.725887282938679	0.202501346057469	0.335557157722492	1.62424177112901
AATK	1.63484049530344	0.202597127166588	0.335654374662363	1.62355268443888
FAM21EP	1.39747053621578	0.202604001283903	0.335654374662363	1.62350324410687
IFT46	-0.874585481913768	0.202619778306777	0.335654374662363	1.6233897793695
DENND6B	1.14621660068235	0.202709899887458	0.335770655053459	1.62274184494247
ENTPD3-AS1	1.12944428530855	0.202773909635913	0.335843664942053	1.62228184904253
ATP1B2	1.66313978616158	0.203275369442192	0.336641114579467	1.61868409468998
ENSG00000279348	-1.25895037836508	0.203447163410974	0.336892506762801	1.6174539517745
IK	0.550687602932045	0.203628217288905	0.337159181711945	1.6161588264526
LTV1	-0.71273344219866	0.203773492222412	0.337339529401912	1.61512061797184
MRPL21	-0.62419059550975	0.203777181450095	0.337339529401912	1.61509426423368
CASTOR3	-1.30266016904742	0.203975901013507	0.337618987202142	1.61367555530706
NCBP3	-0.587985612410127	0.203986069779679	0.337618987202142	1.61360300174476
PARP6	0.627435660142036	0.204074838330022	0.337732732641443	1.61296982422526
TUBA4A	-1.32895887139131	0.204150421997071	0.337824637618213	1.61243094905547
NFATC2	-1.39503027182517	0.204181100154966	0.337842222970738	1.61221229565152
LRRC8C	0.886125584249629	0.204216330888984	0.337867336915602	1.61196124229875
RAB9A	0.667809730867444	0.204314731310572	0.337996947260856	1.61126031366582
ENSG00000274220	-1.48442538964507	0.204525520677872	0.33831243843525	1.60976015153689
CCT6B	1.17345877940361	0.20458830822804	0.338383076993644	1.60931365259307
PEX11B	0.737580330002978	0.204874813150776	0.33881659726744	1.60727828910989
RPS27L	0.752812674987806	0.204890635026289	0.33881659726744	1.60716598653787
BTF3	-0.651465082704574	0.205016826167777	0.33899200236515	1.60627065658429
ZNF23	-1.30033571677816	0.205126749663093	0.339140477389212	1.60549127569823
ENSG00000269911	-3.97449073791757	0.205215257007368	0.339239043134166	1.60486409786455
SP2-AS1	-1.18260547046144	0.20522663461728	0.339239043134166	1.60478349736908
CD55	0.625804180216496	0.205251660022547	0.339247127694711	1.60460623263361
SCNM1	0.670133424853431	0.20530016506877	0.339294014835087	1.60426272501897
CCDC169	-2.11300608877713	0.20534614067729	0.339336712855203	1.6039372190046
NF1	-0.572127917132841	0.205582604869127	0.339694156069425	1.60226441672177
ZBTB14	0.736298820682669	0.205659423456304	0.339787764837739	1.60172147290366
SYCP2	-1.78390044828101	0.205749437537804	0.339903154532253	1.60108556953142
ENSG00000228049	1.16457279337078	0.205775496881426	0.339912877152466	1.60090153491076
ZBTB39	-0.899141836786658	0.205809026340844	0.339934936262806	1.60066478578445
RPL29	-0.795121182606962	0.205850712721004	0.339970462520701	1.60037050470419
ENSG00000180015	-1.18408369977724	0.20606256094757	0.340253634790827	1.5988760685197
MST1L	-1.6413079118018	0.206049495351554	0.340253634790827	1.59896818436554
ENSG00000264456	1.26065122785584	0.206108660837044	0.34029640631488	1.59855110740598
EIF4A2	-0.682534552209816	0.206232879153082	0.340468134514039	1.5976759114335
ENSG00000272086	1.12094624526628	0.206253626091323	0.340469025767875	1.59752979690069
TFIP11	0.618627300411619	0.206475753408578	0.340802308893136	1.59596650695588
MRI1	-1.00586232936596	0.20651824492743	0.340805671771035	1.59566768601816
S100A16	-1.93654385330771	0.206518058851848	0.340805671771035	1.59566899443345
GPR27	-3.17724414833534	0.206561558611518	0.340843766628682	1.59536315794657
RPS23	-0.808519690987513	0.206790700835831	0.341188456559236	1.59375336825497
CAMSAP3	-2.21085840210804	0.206941685646643	0.341337294318187	1.59269380803197
CHERP	-0.643774685541287	0.206941332197265	0.341337294318187	1.59269628735323
HS2ST1	0.619831406537045	0.20692268256255	0.341337294318187	1.59282711498346
GSTZ1	0.845868620528485	0.206982910695427	0.341371873757561	1.59240466334423
ZYG11B	0.638237407348508	0.207083750922208	0.341504758665781	1.59169767578751
DGCR6L	0.74106009872978	0.207213260595072	0.34168489212824	1.59079028418767
GLUD1	0.617367775729375	0.20723393249901	0.341685539551407	1.59064551137953
ENSG00000240489	-1.09772797040312	0.207262746659449	0.341699610417325	1.5904437438806
DDX20	-0.636481889778543	0.20731230507282	0.34173963893443	1.5900967949147
MAP3K10	-0.759127176068812	0.207327591500252	0.34173963893443	1.5899897973427
ENSG00000256092	-1.24561873917341	0.20751840214109	0.342020694284967	1.58865499957301
ILF3-DT	-0.85036040692788	0.207584155760198	0.342095602543385	1.58819536242675
ENSG00000116883	-1.18286254217235	0.207984292223886	0.342721500213227	1.58540199662216
ENSG00000280239	-1.15163435039708	0.208029950564953	0.342763215046831	1.58508365819574
THADA	-0.554734271613574	0.208095256841845	0.342837291730541	1.58462847429667
GLE1	0.53220394468772	0.208176189972331	0.342903570715007	1.58406460579101
RPS6KA3	0.621728286674114	0.208157235957754	0.342903570715007	1.58419663688824
IKZF2	-1.17824040785778	0.208249021953572	0.342966550235611	1.58355740032902
RNGTT	-0.617871939594207	0.208255135346936	0.342966550235611	1.58351483590499
TTC23	-0.899727343901498	0.208421270306705	0.343206605101414	1.58235868885042
MOV10	0.747616418665803	0.208461878543995	0.343214343417728	1.58207625853026
SCOC	-0.627820467627848	0.208466709628882	0.343214343417728	1.58204266266347
PSMD2	-0.852549139724101	0.20850088909094	0.343237076726258	1.58180500143567
CYREN	0.673623125086901	0.208651874935939	0.343452075107038	1.5807556976182
GDPGP1	1.20180222421155	0.208760987763661	0.343598113004779	1.57999795706559
ECHS1	0.611231480690371	0.20880001041571	0.343628772757794	1.57972707568848
PGS1	0.576744766220078	0.208961212668561	0.343860481712333	1.57860870152986
ENSG00000232150	1.17521870058116	0.209145576731187	0.344130256088259	1.57733088851164
NKAPD1	-0.757706791165067	0.209428732723833	0.344562515151242	1.57537095049793
RALGAPA2	0.765094344653833	0.209498382576071	0.344643453234155	1.57488933160482
RPL13	-0.794416332197792	0.209573799296062	0.344733861597125	1.57436804936833
HPCAL1	1.15795237809125	0.209606499171874	0.344753993024883	1.5741420960452
SLC15A4	0.658238067683807	0.209827057081232	0.34508307318318	1.57261914938118
ATP5MPL	0.698578356235008	0.20993754140559	0.345197388029939	1.57185697052157
ENSG00000172062	-0.570657335797877	0.209918307996323	0.345197388029939	1.57198961851606
ACO1	0.648312426188023	0.210005743261692	0.345275836086675	1.57138671543714
ATP5F1D	0.546943148278375	0.210197164543093	0.345556837290133	1.57006782229428
ALG6	-0.989004921310813	0.210266183091046	0.34563657745376	1.56959263327631
ENSG00000203819	-1.12271351818436	0.210392058718415	0.345809754886994	1.56872646197819
CTC-338M12.4	-1.26931599534557	0.210653947723154	0.346206434372554	1.56692632600986
ZNF121	-0.701706047827183	0.210740759487101	0.346315327864837	1.56633019667662
MRE11	-0.781188327585071	0.210797525920032	0.346374830722315	1.56594054355454
KCP	1.2270057207006	0.210885067916713	0.346484886331419	1.56533988618016
ARL8B	0.737588864012295	0.211034936091915	0.346697312618241	1.56431227211442
NPIPB11	0.617601693307081	0.21129996890503	0.347098876482485	1.56249711488549
MYO9A	-0.597078657227511	0.211453869161423	0.347317824283566	1.56144432104406
HOMER3	-1.22387185779953	0.211727046249111	0.34770378059047	1.55957781994511
METTL4	-0.813139876109172	0.211730119820655	0.34770378059047	1.55955683581031
LOC440173	-4.37777308702548	0.211839001534378	0.347848683057473	1.55881370286718
HACD3	-0.720912080587338	0.211897329992544	0.347910554769477	1.55841578933348
UPK3BL2	1.47724312960414	0.212043249567979	0.348116214749184	1.55742090293818
HSPB11	-0.716578304814884	0.212181768606105	0.348309686208521	1.55647722504114
LONRF1	0.72653686589907	0.212359910423677	0.348568156914617	1.5552646861924
ZNF626	2.57670510799931	0.212404510263424	0.348607402437992	1.55496130217208
ENSG00000272977	-1.22051150568176	0.212485379015166	0.348706160614252	1.55441139686258
UQCC2	0.886079700753685	0.212506190695333	0.348706350508927	1.55426991819346
SVIL	0.905548019874943	0.212556259334513	0.348754544116	1.55392961686492
RPS16	-0.927693310064997	0.21260177276567	0.348795255046619	1.55362035845078
FZR1	-0.573021218965657	0.212676063561687	0.348883165704494	1.55311573002561
AMMECR1L	-0.58507613170759	0.212769351449629	0.34900221987683	1.55248235804915
TFCP2L1	1.75956518100306	0.212857684304753	0.349113123999881	1.55188293175867
MALT1	0.821628768227817	0.21301424361733	0.349335895533228	1.55082124638285
RPL23AP47	-1.37711057759652	0.213164244322069	0.349537594219131	1.54980490612329
STK35	-0.55091120709207	0.213178723852798	0.349537594219131	1.54970684400305
NOL8	-0.545302718640393	0.213277630460689	0.349665738603888	1.54903721392705
C2ORF15	-2.1891785848868	0.21345636685379	0.349795212852964	1.5478280451318
ENSG00000237938	1.32064951420627	0.213481166464896	0.349795212852964	1.54766036840716
LRRC63	2.01323895115971	0.21344421942594	0.349795212852964	1.54791018554582
PAPSS2	1.04714831568601	0.213391036454194	0.349795212852964	1.54826987202965
SLC22A31	-2.76302513810062	0.213427515329106	0.349795212852964	1.54802314703934
ZNF93	2.24172406518377	0.213479009936792	0.349795212852964	1.54767494834498
HK2	0.891268728159702	0.213521578021916	0.349827408410275	1.54738718475907
ATP7B	-1.86939072476109	0.213555391281034	0.349848788302785	1.54715865304686
ENSG00000284968	1.24366688134592	0.213607960211586	0.349900886798076	1.54680344382098
ENSG00000233695	1.49624471186928	0.213733307245408	0.349920483064108	1.5459568905222
ENSG00000257576	-1.29461056507512	0.213723595495823	0.349920483064108	1.54602245945223
ENSG00000278849	-3.86334532294112	0.213744531526845	0.349920483064108	1.54588111413499
